,time,tavg,tmin,tmax,prcp,snow,wspd,airport
1566,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,BDL
1567,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,BDL
1568,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,BDL
1569,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,BDL
1570,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,BDL
1571,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,BDL
1572,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,BDL
1573,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,BDL
1574,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,BDL
1575,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,BDL
1576,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,BDL
1577,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,BDL
1578,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,BDL
1579,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,BDL
1580,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,BDL
1581,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,BDL
1582,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,BDL
1583,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,BDL
1584,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,BDL
1585,2017-01-07,-0.7,-7.1,0.6,9.9,30.0,17.6,TUS
1586,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,TUS
1587,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,TUS
1588,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,TUS
1589,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,TUS
1590,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,TUS
1591,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,TUS
1592,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,TUS
1593,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,TUS
1594,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,TUS
1595,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,TUS
1596,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,TUS
1597,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,TUS
1598,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,TUS
1599,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,TUS
1600,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,TUS
1601,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,TUS
1602,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,TUS
1603,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,TUS
1604,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,TUS
1605,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,TUS
1606,2017-01-02,10.0,8.9,11.7,22.4,0.0,11.2,SJU
1607,2017-01-03,9.6,8.3,13.3,17.5,0.0,7.9,SJU
1608,2017-01-04,11.6,1.1,15.6,0.0,0.0,10.1,SJU
1609,2017-01-05,4.5,-2.1,7.8,0.0,0.0,8.6,SJU
1610,2017-01-06,4.7,-0.5,6.7,5.8,0.0,11.2,SJU
1611,2017-01-07,-0.7,-7.1,0.6,9.9,30.0,17.6,SJU
1612,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,SJU
1613,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,SJU
1614,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,SJU
1615,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,SJU
1616,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,SJU
1617,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,SJU
1618,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,SJU
1619,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,SJU
1620,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,SJU
1621,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,SJU
1622,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,SJU
1623,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,SJU
1624,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,SJU
1625,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,SJU
1626,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,SJU
1627,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,SJU
1628,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,SJU
1629,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,SJU
1630,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,SJU
1631,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,SJU
1632,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,SJU
1633,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,SJU
1634,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,SJU
1635,2017-01-02,10.0,8.9,11.7,22.4,0.0,11.2,MSY
1636,2017-01-03,9.6,8.3,13.3,17.5,0.0,7.9,MSY
1637,2017-01-04,11.6,1.1,15.6,0.0,0.0,10.1,MSY
1638,2017-01-05,4.5,-2.1,7.8,0.0,0.0,8.6,MSY
1639,2017-01-06,4.7,-0.5,6.7,5.8,0.0,11.2,MSY
1640,2017-01-07,-0.7,-7.1,0.6,9.9,30.0,17.6,MSY
1641,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,MSY
1642,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,MSY
1643,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,MSY
1644,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,MSY
1645,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,MSY
1646,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,MSY
1647,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,MSY
1648,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,MSY
1649,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,MSY
1650,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,MSY
1651,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,MSY
1652,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,MSY
1653,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,MSY
1654,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,MSY
1655,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,MSY
1656,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,MSY
1657,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,MSY
1658,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,MSY
1659,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,MSY
1660,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,MSY
1661,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,MSY
1662,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,MSY
1663,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,MSY
1664,2017-01-01,6.8,3.9,10.0,12.4,0.0,9.0,SNA
1665,2017-01-02,10.0,8.9,11.7,22.4,0.0,11.2,SNA
1666,2017-01-03,9.6,8.3,13.3,17.5,0.0,7.9,SNA
1667,2017-01-04,11.6,1.1,15.6,0.0,0.0,10.1,SNA
1668,2017-01-05,4.5,-2.1,7.8,0.0,0.0,8.6,SNA
1669,2017-01-06,4.7,-0.5,6.7,5.8,0.0,11.2,SNA
1670,2017-01-07,-0.7,-7.1,0.6,9.9,30.0,17.6,SNA
1671,2017-01-08,-5.3,-9.9,0.0,0.0,30.0,9.7,SNA
1672,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,EWR
1673,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,EWR
1674,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,EWR
1675,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,EWR
1676,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,EWR
1677,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,EWR
1678,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,EWR
1679,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,EWR
1680,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,EWR
1681,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,EWR
1682,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,EWR
1683,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,EWR
1684,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,EWR
1685,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,EWR
1686,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,EWR
1687,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,EWR
1688,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,EWR
1689,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,EWR
1690,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,EWR
1691,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,EWR
1692,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,EWR
1693,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,EWR
1694,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,SNA
1695,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,SNA
1696,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,SNA
1697,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,SNA
1698,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,SNA
1699,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,SNA
1700,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,SNA
1701,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,SNA
1702,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,SNA
1703,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,SNA
1704,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,SNA
1705,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,SNA
1706,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,SNA
1707,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,SNA
1708,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,SNA
1709,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,SNA
1710,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,SNA
1711,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,SNA
1712,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,SNA
1713,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,SNA
1714,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,SNA
1715,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,SNA
1716,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,SNA
1717,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,STT
1718,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,STT
1719,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,STT
1720,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,STT
1721,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,STT
1722,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,STT
1723,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,STT
1724,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,STT
1725,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,STT
1726,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,STT
1727,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,STT
1728,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,STT
1729,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,STT
1730,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,STT
1731,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,STT
1732,2017-01-01,6.8,3.9,10.0,12.4,0.0,9.0,ELP
1733,2017-01-02,10.0,8.9,11.7,22.4,0.0,11.2,ELP
1734,2017-01-03,9.6,8.3,13.3,17.5,0.0,7.9,ELP
1735,2017-01-04,11.6,1.1,15.6,0.0,0.0,10.1,ELP
1736,2017-01-05,4.5,-2.1,7.8,0.0,0.0,8.6,ELP
1737,2017-01-06,4.7,-0.5,6.7,5.8,0.0,11.2,ELP
1738,2017-01-07,-0.7,-7.1,0.6,9.9,30.0,17.6,ELP
1739,2017-01-08,-5.3,-9.9,0.0,0.0,30.0,9.7,ELP
1740,2017-01-07,-0.7,-7.1,0.6,9.9,30.0,17.6,LGA
1741,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,LGA
1742,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,LGA
1743,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,LGA
1744,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,LGA
1745,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,LGA
1746,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,LGA
1747,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,IND
1748,2017-01-07,-0.7,-7.1,0.6,9.9,30.0,17.6,RSW
1749,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,ROC
1750,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,ROC
1751,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,ROC
1752,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,ROC
1753,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,ROC
1754,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,ROC
1755,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,ROC
1756,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,ROC
1757,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,ROC
1758,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,MEM
1759,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,MEM
1760,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,MEM
1761,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,RSW
1762,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,RSW
1763,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,RSW
1764,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,ORF
1765,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,ORF
1766,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,ORF
1767,2017-01-02,10.0,8.9,11.7,22.4,0.0,11.2,RIC
1768,2017-01-03,9.6,8.3,13.3,17.5,0.0,7.9,RIC
1769,2017-01-04,11.6,1.1,15.6,0.0,0.0,10.1,RIC
1770,2017-01-05,4.5,-2.1,7.8,0.0,0.0,8.6,RIC
1771,2017-01-06,4.7,-0.5,6.7,5.8,0.0,11.2,RIC
1772,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,BWI
1773,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,BWI
1774,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,BWI
1775,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,BWI
1776,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,BWI
1777,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,BWI
1778,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,JAX
1779,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,JAX
1780,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,JAX
1781,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,SYR
1782,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,SYR
1783,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,SYR
1784,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,RIC
1785,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,RIC
1786,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,RIC
1787,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,RIC
1788,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,RIC
1789,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,RIC
1790,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,RIC
1791,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,RIC
1792,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,RIC
1793,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,RIC
1794,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,RIC
1795,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,RIC
1796,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,RIC
1797,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,RIC
1798,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,RIC
1799,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,RIC
1800,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,RIC
1801,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,RIC
1802,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,RIC
1803,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,RIC
1804,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,CLE
1805,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,CLE
1806,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,CLE
1807,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,CLE
1808,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,CLE
1809,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,CLE
1810,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,PBI
1811,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,PBI
1812,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,PBI
1813,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,PBI
1814,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,RSW
1815,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,RSW
1816,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,RSW
1817,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,RSW
1818,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,RSW
1819,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,RSW
1820,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,RSW
1821,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,RSW
1822,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,RSW
1823,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,RSW
1824,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,RSW
1825,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,RSW
1826,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,RSW
1827,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,RSW
1828,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,RSW
1829,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,RSW
1830,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,RSW
1831,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,RSW
1832,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,RSW
1833,2017-01-01,6.8,3.9,10.0,12.4,0.0,9.0,BUF
1834,2017-01-02,10.0,8.9,11.7,22.4,0.0,11.2,BUF
1835,2017-01-03,9.6,8.3,13.3,17.5,0.0,7.9,BUF
1836,2017-01-04,11.6,1.1,15.6,0.0,0.0,10.1,BUF
1837,2017-01-05,4.5,-2.1,7.8,0.0,0.0,8.6,BUF
1838,2017-01-06,4.7,-0.5,6.7,5.8,0.0,11.2,BUF
1839,2017-01-08,-5.3,-9.9,0.0,0.0,30.0,9.7,BUF
1840,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,RIC
1841,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,RIC
1842,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,RIC
1843,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,HDN
1844,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,HDN
1845,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,HDN
1846,2017-01-01,6.8,3.9,10.0,12.4,0.0,9.0,BNA
1847,2017-01-02,10.0,8.9,11.7,22.4,0.0,11.2,BNA
1848,2017-01-03,9.6,8.3,13.3,17.5,0.0,7.9,BNA
1849,2017-01-04,11.6,1.1,15.6,0.0,0.0,10.1,BNA
1850,2017-01-05,4.5,-2.1,7.8,0.0,0.0,8.6,BNA
1851,2017-01-06,4.7,-0.5,6.7,5.8,0.0,11.2,BNA
1852,2017-01-07,-0.7,-7.1,0.6,9.9,30.0,17.6,BNA
1853,2017-01-08,-5.3,-9.9,0.0,0.0,30.0,9.7,BNA
1854,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,BNA
1855,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,BNA
1856,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,BNA
1857,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,BNA
1858,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,BNA
1859,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,BNA
1860,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,BNA
1861,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,BNA
1862,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,BNA
1863,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,BNA
1864,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,BNA
1865,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,BNA
1866,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,BNA
1867,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,BNA
1868,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,BNA
1869,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,BNA
1870,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,BNA
1871,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,PSP
1872,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,PSP
1873,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,PSP
1874,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,PSP
1875,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,PSP
1876,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,PSP
1877,2017-01-15,12.5,6.1,20.6,0.0,0.0,9.0,PSP
1878,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,PSP
1879,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,PSP
1880,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,PSP
1881,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,PSP
1882,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,PSP
1883,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,PSP
1884,2017-01-22,14.0,12.2,17.8,18.8,0.0,13.7,PSP
1885,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,PSP
1886,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,PSP
1887,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,PSP
1888,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,PSP
1889,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,PSP
1890,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,PSP
1891,2017-01-29,6.1,0.6,12.2,0.0,0.0,16.2,PSP
1892,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,PSP
1893,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,PSP
1894,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,MTJ
1895,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,MTJ
1896,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,MTJ
1897,2017-01-14,14.7,7.8,17.2,0.0,0.0,10.4,BDL
1898,2017-01-21,12.6,11.7,13.9,25.1,0.0,8.3,BDL
1899,2017-01-28,3.5,-2.7,11.1,0.0,0.0,12.2,BDL
1900,2017-01-09,-4.5,-8.2,0.6,0.0,30.0,7.6,MEM
1901,2017-01-10,0.9,-6.0,10.6,0.0,0.0,7.9,MEM
1902,2017-01-11,8.7,5.0,14.4,0.8,0.0,6.8,MEM
1903,2017-01-12,14.3,7.8,21.7,0.0,0.0,16.6,MEM
1904,2017-01-13,17.2,11.1,25.6,0.0,0.0,8.3,MEM
1905,2017-01-16,12.1,10.0,12.2,0.0,0.0,8.6,MEM
1906,2017-01-17,12.1,9.4,17.8,0.0,0.0,11.9,MEM
1907,2017-01-18,18.5,6.1,23.9,0.0,0.0,14.4,MEM
1908,2017-01-19,11.5,1.1,18.9,0.0,0.0,7.2,MEM
1909,2017-01-20,13.5,10.6,16.7,2.3,0.0,8.6,MEM
1910,2017-01-23,11.7,7.8,13.3,30.0,0.0,11.5,MEM
1911,2017-01-24,11.3,4.4,18.9,0.0,0.0,10.4,MEM
1912,2017-01-25,11.1,1.7,23.3,0.0,0.0,12.2,MEM
1913,2017-01-26,16.1,3.9,19.4,0.3,0.0,19.4,MEM
1914,2017-01-27,5.3,-2.1,11.1,0.0,0.0,11.2,MEM
1915,2017-01-30,4.3,-2.7,10.0,0.0,0.0,9.7,MEM
1916,2017-01-31,8.7,1.1,21.1,0.0,0.0,15.5,MEM
1917,2017-01-01,6.8,3.9,10.0,12.4,0.0,9.0,OKC
1918,2017-01-02,10.0,8.9,11.7,22.4,0.0,11.2,OKC
1919,2017-01-03,9.6,8.3,13.3,17.5,0.0,7.9,OKC
1920,2017-01-04,11.6,1.1,15.6,0.0,0.0,10.1,OKC
1921,2017-01-05,4.5,-2.1,7.8,0.0,0.0,8.6,OKC
1922,2017-01-06,4.7,-0.5,6.7,5.8,0.0,11.2,OKC
1923,2017-01-08,-5.3,-9.9,0.0,0.0,30.0,9.7,OKC
1924,2017-01-01,6.8,3.9,10.0,12.4,0.0,9.0,EGE
1925,2017-01-02,10.0,8.9,11.7,22.4,0.0,11.2,EGE
1926,2017-01-03,9.6,8.3,13.3,17.5,0.0,7.9,EGE
1927,2017-01-04,11.6,1.1,15.6,0.0,0.0,10.1,EGE
1928,2017-01-05,4.5,-2.1,7.8,0.0,0.0,8.6,EGE
1929,2017-01-06,4.7,-0.5,6.7,5.8,0.0,11.2,EGE
